Dalton Knecht|24|4.2|1.4|0.4|0.2|0.2|0.455|0.342|0.727
Ron Harper Jr.|25|4.2|1.7|0.8|0.3|0.3|0.418|0.35|0.75
Grant Nelson|23|4.3|1.5|1.3|0.3|1.3|0.556|0|0.7
Keshad Johnson|24|4.3|1.9|0.3|0.5|0.3|0.49|0.295|0.724
Keshon Gilbert|22|4.3|1.3|3|0.8|1|0.417|0|1
Liam McNeeley|20|4.3|2.4|0.8|0.2|0.1|0.4|0.4|0.821
Dereck Lively II|21|4.3|5.3|1.9|0.6|1.6|0.611|0|0.8
Yanic Konan Niederhauser|22|4.3|2.9|0.3|0.1|0.7|0.64|0.2|0.758
Josh Green|25|4.3|1.8|0.8|0.6|0.1|0.459|0.42|0.893
Micah Peavy|24|4.3|1.9|1|0.7|0.1|0.385|0.259|0.759
Jabari Walker|23|4.3|3|0.5|0.4|0.2|0.455|0.337|0.735
Rasheer Fleming|21|4.3|2.3|0.3|0.4|0.4|0.405|0.346|0.559
Skal Labissiere|29|4.3|3|1|0.7|0.3|0.6|0.2|0
RayJ Dennis|24|4.4|1.5|1.9|0.2|0.2|0.313|0.311|0.889
Gabe Vincent|29|4.4|1|1.4|0.5|0.1|0.352|0.341|0.87
Kam Jones|23|4.4|1.6|3.2|0.5|0|0.402|0.293|0.5
DeAndre Jordan|37|4.4|6.3|0.9|0.3|0.8|0.656|0|0.647
Tyler Kolek|24|4.4|1.6|2.7|0.4|0.1|0.435|0.386|0.7
Jase Richardson|20|4.4|1.2|1.1|0.4|0|0.473|0.354|0.717
John Konchar|29|4.4|4.3|2.1|1.5|0.7|0.472|0.283|0.727
Jarred Vanderbilt|26|4.4|4.5|1.3|0.8|0.3|0.471|0.293|0.589
Mouhamed Gueye|23|4.4|3.6|0.9|0.8|0.5|0.452|0.308|0.645
Moussa Cisse|23|4.5|5.7|0.2|0.5|1.2|0.574|0|0.469
Taelon Peter|23|4.5|1.6|1.1|0.7|0.1|0.38|0.328|0.625
Craig Porter Jr.|25|4.5|3.4|3.2|0.9|0.6|0.45|0.355|0.6
Josh Okogie|27|4.5|2.6|0.9|0.8|0.2|0.425|0.385|0.594
PJ Hall|23|4.5|3.9|0.5|0.2|0.5|0.508|0.6|0.793
Mike Conley|38|4.5|1.7|2.9|0.6|0.3|0.335|0.337|0.9
KJ Simpson|23|4.6|1.9|2.2|0.8|0|0.343|0.3|0.611
Malaki Branham|22|4.6|1.6|0.8|0.4|0.1|0.473|0.378|0.824
Lonzo Ball|28|4.6|4|3.9|1.3|0.3|0.301|0.272|0.667
Jeremiah Robinson-Earl|25|4.6|4.7|0.7|0.4|0|0.37|0.244|0.944
Zyon Pullin|24|4.6|0.6|1.8|0.2|0|0.692|0.333|1
