Zion Williamson|25|21|5.7|3.2|1|0.5|0.6|0.25|0.716
Damian Lillard|35|24.9|4.7|7.1|1.2|0.2|0.448|0.376|0.921
Kyrie Irving|33|24.7|4.8|4.6|1.3|0.5|0.473|0.401|0.916
Tyrese Haliburton|25|18.6|3.5|9.2|1.4|0.7|0.473|0.388|0.851
Fred VanVleet|31|14.1|3.7|5.6|1.6|0.4|0.378|0.345|0.81
Ronald Holland II|20|8.2|4.0|1.2|1.2|0.3|0.432|0.253|0.805
Trevon Scott|29|8.0|5.2|1.7|1.3|0.8|0.38|0.316|0.667
Adama Bal|22|10.4|3.1|2.4|1.1|0.1|0.412|0.409|0.9
